Date,Open,High,Low,Close
1661972400000,0.00050940,0.00050940,0.00050890,0.00050890
1661973300000,0.00050930,0.00051010,0.00050930,0.00051010
1661974200000,0.00051010,0.00051010,0.00051010,0.00051010
1661975100000,0.00051090,0.00051090,0.00051090,0.00051090
1661976000000,0.00051010,0.00051010,0.00050940,0.00050940
1661976900000,0.00050940,0.00050940,0.00050940,0.00050940
1661977800000,0.00050940,0.00050940,0.00050940,0.00050940
1661978700000,0.00050880,0.00050880,0.00050880,0.00050880
1661979600000,0.00050880,0.00050950,0.00050860,0.00050950
1661980500000,0.00051040,0.00051040,0.00051030,0.00051030
1661981400000,0.00051030,0.00051030,0.00051030,0.00051030
1661982300000,0.00050990,0.00050990,0.00050880,0.00050880
1661983200000,0.00050980,0.00050980,0.00050820,0.00050820
1661984100000,0.00050780,0.00050830,0.00050700,0.00050830
1661985000000,0.00050830,0.00050830,0.00050830,0.00050830
1661985900000,0.00050830,0.00050830,0.00050830,0.00050830
1661986800000,0.00050820,0.00050840,0.00050610,0.00050610
1661987700000,0.00050590,0.00050620,0.00050400,0.00050400
1661988600000,0.00050560,0.00050560,0.00050560,0.00050560
1661989500000,0.00050440,0.00050440,0.00050440,0.00050440
1661990400000,0.00050560,0.00050570,0.00050510,0.00050570
1661991300000,0.00050660,0.00050660,0.00050660,0.00050660
1661992200000,0.00050270,0.00050330,0.00050150,0.00050330
1661993100000,0.00050160,0.00050320,0.00050110,0.00050320
1661994000000,0.00050260,0.00050390,0.00050260,0.00050390
1661994900000,0.00050400,0.00050400,0.00050390,0.00050400
1661995800000,0.00050660,0.00050710,0.00050610,0.00050710
1661996700000,0.00050960,0.00051110,0.00050960,0.00051110
1661997600000,0.00051080,0.00051080,0.00050930,0.00050930
1661998500000,0.00051460,0.00051500,0.00051460,0.00051480
1661999400000,0.00051490,0.00051490,0.00051400,0.00051400
1662000300000,0.00051170,0.00051170,0.00051170,0.00051170
1662001200000,0.00051170,0.00051170,0.00050930,0.00051090
1662002100000,0.00050990,0.00050990,0.00050990,0.00050990
1662003000000,0.00050990,0.00050990,0.00050990,0.00050990
1662003900000,0.00050960,0.00050960,0.00050940,0.00050960
1662004800000,0.00050850,0.00050920,0.00050850,0.00050920
1662005700000,0.00050900,0.00050900,0.00050900,0.00050900
1662006600000,0.00050930,0.00050930,0.00050930,0.00050930
1662007500000,0.00050950,0.00050960,0.00050950,0.00050960
1662008400000,0.00051060,0.00051060,0.00051060,0.00051060
1662009300000,0.00051070,0.00051120,0.00051040,0.00051120
1662010200000,0.00051120,0.00051160,0.00051120,0.00051160
1662011100000,0.00051240,0.00051240,0.00051190,0.00051240
1662012000000,0.00051220,0.00051220,0.00051040,0.00051040
1662012900000,0.00051080,0.00051080,0.00051040,0.00051040
1662013800000,0.00051040,0.00051040,0.00051040,0.00051040
1662014700000,0.00051040,0.00051040,0.00051040,0.00051040
1662015600000,0.00050870,0.00050920,0.00050600,0.00050600
1662016500000,0.00050720,0.00050720,0.00050600,0.00050600
1662017400000,0.00050510,0.00050610,0.00050510,0.00050580
1662018300000,0.00050510,0.00050560,0.00050510,0.00050530
1662019200000,0.00050570,0.00050570,0.00050570,0.00050570
1662020100000,0.00050500,0.00050500,0.00050500,0.00050500
1662021000000,0.00050370,0.00050370,0.00050330,0.00050330
1662021900000,0.00050380,0.00050380,0.00050380,0.00050380
1662022800000,0.00050420,0.00050560,0.00050420,0.00050560
1662023700000,0.00050520,0.00050520,0.00050520,0.00050520
1662024600000,0.00050520,0.00050520,0.00050520,0.00050520
1662025500000,0.00050730,0.00050810,0.00050720,0.00050810
1662026400000,0.00050850,0.00050910,0.00050780,0.00050780
1662027300000,0.00050960,0.00050990,0.00050820,0.00050990
1662028200000,0.00050990,0.00051160,0.00050990,0.00051160
1662029100000,0.00051090,0.00051090,0.00051000,0.00051000
1662030000000,0.00050970,0.00051090,0.00050940,0.00050970
1662030900000,0.00051060,0.00051110,0.00050940,0.00050940
1662031800000,0.00050940,0.00050940,0.00050940,0.00050940
1662032700000,0.00051190,0.00051190,0.00051190,0.00051190
1662033600000,0.00051190,0.00051360,0.00051010,0.00051010
1662034500000,0.00051000,0.00051000,0.00050880,0.00050880
1662035400000,0.00050860,0.00050860,0.00050550,0.00050550
1662036300000,0.00050550,0.00050550,0.00050550,0.00050550
1662037200000,0.00050550,0.00050550,0.00050550,0.00050550
1662038100000,0.00050450,0.00050600,0.00050370,0.00050380
