,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,IBM,IBM,IBM,IBM,IBM,IBM,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,F,F,F,F,F,F,GM,GM,GM,GM,GM,GM,META,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX
,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return,time thresh1,time thresh2,trail stop,strategy return,Trades,Hold return
19,50,115,9,7.157412703579485,24,1383.426367259575,50,115,9,5.025633974296054,16,1127.400283319557,50,115,9,1.024284924739768,27,20.232421420404844,50,115,9,1.3661686775583948,4,157.9049531899038,50,115,9,1.838570678294359,9,54.49889659767462,50,115,9,2.343771789823099,13,5.554472084124697,50,115,9,0.9381397556665008,4,0.9526177538182468,50,115,9,0.8634012909399126,10,7.812451399528889,50,115,9,2.9595268018703127,11,370.3855468120318
20,50,120,1,1.182090845540648,15,1383.426367259575,50,120,1,0.9324065364700066,11,1127.400283319557,50,120,1,0.9646288977500642,25,20.232421420404844,50,120,1,1.0,0,157.9049531899038,50,120,1,1.0566364635550392,8,54.49889659767462,50,120,1,0.9990779189750433,9,5.554472084124697,50,120,1,0.9870959070383298,2,0.9526177538182468,50,120,1,1.003963713733262,8,7.812451399528889,50,120,1,1.032431703107608,5,370.3855468120318
21,50,120,3,1.6742926704535308,27,1383.426367259575,50,120,3,1.0006847582019538,15,1127.400283319557,50,120,3,1.0475411553345275,30,20.232421420404844,50,120,3,0.9705614468591429,3,157.9049531899038,50,120,3,1.018262362691172,11,54.49889659767462,50,120,3,1.0205450973069146,13,5.554472084124697,50,120,3,0.9741899485127387,4,0.9526177538182468,50,120,3,1.064378638801196,9,7.812451399528889,50,120,3,1.2751665531820464,13,370.3855468120318
22,50,120,5,1.6747547615012712,28,1383.426367259575,50,120,5,1.3115981363558882,16,1127.400283319557,50,120,5,1.0326398305728173,31,20.232421420404844,50,120,5,1.0715809484187815,3,157.9049531899038,50,120,5,1.1611019551221,12,54.49889659767462,50,120,5,1.106804492374665,14,5.554472084124697,50,120,5,1.0165275092561343,4,0.9526177538182468,50,120,5,1.0968874178041665,11,7.812451399528889,50,120,5,2.1096378179675153,13,370.3855468120318
23,50,120,7,4.340991976623966,28,1383.426367259575,50,120,7,1.0434102291476077,16,1127.400283319557,50,120,7,0.7671658978045176,29,20.232421420404844,50,120,7,1.0876738234082872,4,157.9049531899038,50,120,7,1.5704039297548713,11,54.49889659767462,50,120,7,1.7171825372440706,15,5.554472084124697,50,120,7,1.0230767785027117,4,0.9526177538182468,50,120,7,0.9973883062921037,11,7.812451399528889,50,120,7,2.6717494813970886,13,370.3855468120318
24,50,120,9,6.472455292097407,26,1383.426367259575,50,120,9,5.025633974296054,16,1127.400283319557,50,120,9,1.024284924739768,27,20.232421420404844,50,120,9,1.3661686775583948,4,157.9049531899038,50,120,9,1.815600485198902,10,54.49889659767462,50,120,9,2.099440285181129,14,5.554472084124697,50,120,9,0.9381397556665008,4,0.9526177538182468,50,120,9,0.8634012909399126,10,7.812451399528889,50,120,9,2.4871484057896134,13,370.3855468120318
25,50,125,1,1.182090845540648,15,1383.426367259575,50,125,1,0.9324065364700066,11,1127.400283319557,50,125,1,0.9646288977500642,25,20.232421420404844,50,125,1,1.0,0,157.9049531899038,50,125,1,1.0566364635550392,8,54.49889659767462,50,125,1,0.9970348330424742,10,5.554472084124697,50,125,1,0.9870959070383298,2,0.9526177538182468,50,125,1,1.003963713733262,8,7.812451399528889,50,125,1,1.032431703107608,5,370.3855468120318
26,50,125,3,1.6742926704535308,27,1383.426367259575,50,125,3,1.0006847582019538,15,1127.400283319557,50,125,3,1.0475411553345275,30,20.232421420404844,50,125,3,0.9705614468591429,3,157.9049531899038,50,125,3,1.018262362691172,11,54.49889659767462,50,125,3,1.0302844744886643,14,5.554472084124697,50,125,3,0.9741899485127387,4,0.9526177538182468,50,125,3,1.064378638801196,9,7.812451399528889,50,125,3,1.4075803676482934,14,370.3855468120318
27,50,125,5,1.6747547615012712,28,1383.426367259575,50,125,5,1.3115981363558882,16,1127.400283319557,50,125,5,1.0326398305728173,31,20.232421420404844,50,125,5,1.0715809484187815,3,157.9049531899038,50,125,5,1.1611019551221,12,54.49889659767462,50,125,5,1.1505636278754332,15,5.554472084124697,50,125,5,1.0165275092561343,4,0.9526177538182468,50,125,5,1.0968874178041665,11,7.812451399528889,50,125,5,2.328703468585666,14,370.3855468120318
28,50,125,7,4.340991976623966,28,1383.426367259575,50,125,7,1.0434102291476077,16,1127.400283319557,50,125,7,0.7671658978045176,29,20.232421420404844,50,125,7,1.0876738234082872,4,157.9049531899038,50,125,7,1.5704039297548713,11,54.49889659767462,50,125,7,1.734740596152992,16,5.554472084124697,50,125,7,1.0230767785027117,4,0.9526177538182468,50,125,7,0.9973883062921037,11,7.812451399528889,50,125,7,2.9491850361857495,14,370.3855468120318
29,50,125,9,6.472455292097407,26,1383.426367259575,50,125,9,5.025633974296054,16,1127.400283319557,50,125,9,1.024284924739768,27,20.232421420404844,50,125,9,1.3661686775583948,4,157.9049531899038,50,125,9,1.815600485198902,10,54.49889659767462,50,125,9,2.272604757706355,15,5.554472084124697,50,125,9,0.9381397556665008,4,0.9526177538182468,50,125,9,0.8634012909399126,10,7.812451399528889,50,125,9,3.0368750873617785,14,370.3855468120318
30,50,130,1,1.2124731843128125,17,1383.426367259575,50,130,1,0.9324065364700066,11,1127.400283319557,50,130,1,0.9619483971186776,28,20.232421420404844,50,130,1,0.9490658951008728,1,157.9049531899038,50,130,1,1.0515094579051174,9,54.49889659767462,50,130,1,0.9970348330424742,10,5.554472084124697,50,130,1,0.9870959070383298,2,0.9526177538182468,50,130,1,1.003963713733262,8,7.812451399528889,50,130,1,1.032431703107608,5,370.3855468120318
31,50,130,3,1.7348116039339176,29,1383.426367259575,50,130,3,1.0006847582019538,15,1127.400283319557,50,130,3,1.0629312488127096,33,20.232421420404844,50,130,3,0.9211267683137707,4,157.9049531899038,50,130,3,1.0464556294030969,12,54.49889659767462,50,130,3,1.0302844744886643,14,5.554472084124697,50,130,3,0.9741899485127387,4,0.9526177538182468,50,130,3,1.064378638801196,9,7.812451399528889,50,130,3,1.4075803676482934,14,370.3855468120318
32,50,130,5,1.7416791966754008,30,1383.426367259575,50,130,5,1.3115981363558882,16,1127.400283319557,50,130,5,0.9940988769137677,34,20.232421420404844,50,130,5,1.017000931984113,4,157.9049531899038,50,130,5,1.1721700488565705,13,54.49889659767462,50,130,5,1.1505636278754332,15,5.554472084124697,50,130,5,1.0165275092561343,4,0.9526177538182468,50,130,5,1.0968874178041665,11,7.812451399528889,50,130,5,2.328703468585666,14,370.3855468120318
33,50,130,7,4.896837104717485,30,1383.426367259575,50,130,7,1.0434102291476077,16,1127.400283319557,50,130,7,0.7494217095781068,31,20.232421420404844,50,130,7,0.9924194376053144,5,157.9049531899038,50,130,7,1.6760499839688248,12,54.49889659767462,50,130,7,1.734740596152992,16,5.554472084124697,50,130,7,1.0230767785027117,4,0.9526177538182468,50,130,7,0.9973883062921037,11,7.812451399528889,50,130,7,2.9491850361857495,14,370.3855468120318
34,50,130,9,9.295818381018151,28,1383.426367259575,50,130,9,5.025633974296054,16,1127.400283319557,50,130,9,0.9996256384285304,29,20.232421420404844,50,130,9,1.9952552563403787,5,157.9049531899038,50,130,9,1.9377416895450628,11,54.49889659767462,50,130,9,2.272604757706355,15,5.554472084124697,50,130,9,0.9381397556665008,4,0.9526177538182468,50,130,9,0.8634012909399126,10,7.812451399528889,50,130,9,3.0368750873617785,14,370.3855468120318
35,50,135,1,1.2124731843128125,17,1383.426367259575,50,135,1,0.9324065364700066,11,1127.400283319557,50,135,1,0.943346002190281,31,20.232421420404844,50,135,1,0.9490658951008728,1,157.9049531899038,50,135,1,1.0515094579051174,9,54.49889659767462,50,135,1,0.9970348330424742,10,5.554472084124697,50,135,1,0.9870959070383298,2,0.9526177538182468,50,135,1,1.0074325583032948,9,7.812451399528889,50,135,1,1.032431703107608,5,370.3855468120318
36,50,135,3,1.7348116039339176,29,1383.426367259575,50,135,3,1.0006847582019538,15,1127.400283319557,50,135,3,1.0572573030999473,36,20.232421420404844,50,135,3,0.9153157862375391,5,157.9049531899038,50,135,3,1.0464556294030969,12,54.49889659767462,50,135,3,1.0302844744886643,14,5.554472084124697,50,135,3,0.9741899485127387,4,0.9526177538182468,50,135,3,1.061890934493032,10,7.812451399528889,50,135,3,1.4075803676482934,14,370.3855468120318
37,50,135,5,1.7416791966754008,30,1383.426367259575,50,135,5,1.3115981363558882,16,1127.400283319557,50,135,5,1.0211271390156713,37,20.232421420404844,50,135,5,1.001892844438835,5,157.9049531899038,50,135,5,1.1721700488565705,13,54.49889659767462,50,135,5,1.1505636278754332,15,5.554472084124697,50,135,5,1.0165275092561343,4,0.9526177538182468,50,135,5,1.07414821385814,12,7.812451399528889,50,135,5,2.328703468585666,14,370.3855468120318
38,50,135,7,4.896837104717485,30,1383.426367259575,50,135,7,1.0434102291476077,16,1127.400283319557,50,135,7,0.7247009879197903,34,20.232421420404844,50,135,7,1.236030778170366,6,157.9049531899038,50,135,7,1.6760499839688248,12,54.49889659767462,50,135,7,1.734740596152992,16,5.554472084124697,50,135,7,1.0230767785027117,4,0.9526177538182468,50,135,7,0.8932455646003956,12,7.812451399528889,50,135,7,2.9491850361857495,14,370.3855468120318
39,50,135,9,9.295818381018151,28,1383.426367259575,50,135,9,5.025633974296054,16,1127.400283319557,50,135,9,1.0126866734249647,31,20.232421420404844,50,135,9,2.42443405877944,6,157.9049531899038,50,135,9,1.9377416895450628,11,54.49889659767462,50,135,9,2.272604757706355,15,5.554472084124697,50,135,9,0.9381397556665008,4,0.9526177538182468,50,135,9,0.7732488627919244,11,7.812451399528889,50,135,9,3.0368750873617785,14,370.3855468120318
40,50,140,1,1.2124731843128125,17,1383.426367259575,50,140,1,0.9324065364700066,11,1127.400283319557,50,140,1,0.943346002190281,31,20.232421420404844,50,140,1,0.9490658951008728,1,157.9049531899038,50,140,1,1.0515094579051174,9,54.49889659767462,50,140,1,1.0846151866765794,12,5.554472084124697,50,140,1,0.9870959070383298,2,0.9526177538182468,50,140,1,1.0074325583032948,9,7.812451399528889,50,140,1,1.0281984712951608,6,370.3855468120318
41,50,140,3,1.6722278884427468,30,1383.426367259575,50,140,3,1.0006847582019538,15,1127.400283319557,50,140,3,1.0572573030999473,36,20.232421420404844,50,140,3,0.9153157862375391,5,157.9049531899038,50,140,3,1.0464556294030969,12,54.49889659767462,50,140,3,1.160099967133833,16,5.554472084124697,50,140,3,0.9741899485127387,4,0.9526177538182468,50,140,3,1.0439047253263853,11,7.812451399528889,50,140,3,1.379594312047007,15,370.3855468120318
42,50,140,5,1.678847731244544,31,1383.426367259575,50,140,5,1.3115981363558882,16,1127.400283319557,50,140,5,1.0211271390156713,37,20.232421420404844,50,140,5,1.001892844438835,5,157.9049531899038,50,140,5,1.1721700488565705,13,54.49889659767462,50,140,5,1.2558585348930424,17,5.554472084124697,50,140,5,1.0165275092561343,4,0.9526177538182468,50,140,5,1.0407690835158878,13,7.812451399528889,50,140,5,2.214123987820102,15,370.3855468120318
43,50,140,7,4.6777882081792495,31,1383.426367259575,50,140,7,1.0434102291476077,16,1127.400283319557,50,140,7,0.7247009879197903,34,20.232421420404844,50,140,7,1.236030778170366,6,157.9049531899038,50,140,7,1.6760499839688248,12,54.49889659767462,50,140,7,1.8743709288433281,18,5.554472084124697,50,140,7,1.0230767785027117,4,0.9526177538182468,50,140,7,0.8685854157161145,13,7.812451399528889,50,140,7,2.738594131267468,15,370.3855468120318
44,50,140,9,8.879991038748535,29,1383.426367259575,50,140,9,5.025633974296054,16,1127.400283319557,50,140,9,1.0126866734249647,31,20.232421420404844,50,140,9,2.42443405877944,6,157.9049531899038,50,140,9,1.9377416895450628,11,54.49889659767462,50,140,9,3.4405735072534522,17,5.554472084124697,50,140,9,0.9381397556665008,4,0.9526177538182468,50,140,9,0.7562328352329869,12,7.812451399528889,50,140,9,2.713514938045786,15,370.3855468120318
45,50,145,1,1.2799370068958675,19,1383.426367259575,50,145,1,0.9277013403534251,12,1127.400283319557,50,145,1,0.943346002190281,31,20.232421420404844,50,145,1,0.9905963575253676,2,157.9049531899038,50,145,1,1.030775859659899,10,54.49889659767462,50,145,1,1.0846151866765794,13,5.554472084124697,50,145,1,0.9870959070383298,2,0.9526177538182468,50,145,1,1.0074325583032948,9,7.812451399528889,50,145,1,1.0281984712951608,6,370.3855468120318
46,50,145,3,1.7031875754835102,32,1383.426367259575,50,145,3,0.9712280688000636,16,1127.400283319557,50,145,3,1.0572573030999473,36,20.232421420404844,50,145,3,0.9144657659765502,6,157.9049531899038,50,145,3,1.0258216822346935,13,54.49889659767462,50,145,3,1.1422523491335637,17,5.554472084124697,50,145,3,1.050533721487762,5,0.9526177538182468,50,145,3,1.0439047253263853,11,7.812451399528889,50,145,3,1.379594312047007,15,370.3855468120318
47,50,145,5,1.8454884218683574,33,1383.426367259575,50,145,5,1.2222461590522564,17,1127.400283319557,50,145,5,1.0050239704841408,38,20.232421420404844,50,145,5,1.0009624232334788,6,157.9049531899038,50,145,5,1.1406940320597965,14,54.49889659767462,50,145,5,1.3524630997166194,18,5.554472084124697,50,145,5,1.0707572262741034,5,0.9526177538182468,50,145,5,1.0407690835158878,13,7.812451399528889,50,145,5,2.214123987820102,15,370.3855468120318
48,50,145,7,5.444739762673081,33,1383.426367259575,50,145,7,0.9723284209863028,17,1127.400283319557,50,145,7,0.6994911230806548,35,20.232421420404844,50,145,7,1.1753771089308525,7,157.9049531899038,50,145,7,1.6028980802147375,13,54.49889659767462,50,145,7,1.964999921013249,19,5.554472084124697,50,145,7,1.0708806034636122,5,0.9526177538182468,50,145,7,0.8685854157161145,13,7.812451399528889,50,145,7,2.738594131267468,15,370.3855468120318
49,50,145,9,11.382659331348552,31,1383.426367259575,50,145,9,4.537441331442124,17,1127.400283319557,50,145,9,0.949745964775085,32,20.232421420404844,50,145,9,2.3054638647589547,7,157.9049531899038,50,145,9,1.9259901374270065,12,54.49889659767462,50,145,9,3.7808500913529626,18,5.554472084124697,50,145,9,0.9578137574482651,5,0.9526177538182468,50,145,9,0.7562328352329869,12,7.812451399528889,50,145,9,2.713514938045786,15,370.3855468120318
50,50,150,1,1.3570306448941734,20,1383.426367259575,50,150,1,0.9277013403534251,12,1127.400283319557,50,150,1,0.943346002190281,31,20.232421420404844,50,150,1,0.9905963575253676,2,157.9049531899038,50,150,1,1.030775859659899,10,54.49889659767462,50,150,1,1.0846151866765794,13,5.554472084124697,50,150,1,0.9870959070383298,2,0.9526177538182468,50,150,1,1.0074325583032948,9,7.812451399528889,50,150,1,1.0281984712951608,6,370.3855468120318
51,50,150,3,1.8287376935592232,33,1383.426367259575,50,150,3,0.9712280688000636,16,1127.400283319557,50,150,3,1.0572573030999473,36,20.232421420404844,50,150,3,0.9144657659765502,6,157.9049531899038,50,150,3,1.0258216822346935,13,54.49889659767462,50,150,3,1.1422523491335637,17,5.554472084124697,50,150,3,1.050533721487762,5,0.9526177538182468,50,150,3,1.0439047253263853,11,7.812451399528889,50,150,3,1.379594312047007,15,370.3855468120318
52,50,150,5,1.9084510976759541,34,1383.426367259575,50,150,5,1.2222461590522564,17,1127.400283319557,50,150,5,1.0050239704841408,38,20.232421420404844,50,150,5,1.0009624232334788,6,157.9049531899038,50,150,5,1.1406940320597965,14,54.49889659767462,50,150,5,1.3524630997166194,18,5.554472084124697,50,150,5,1.0707572262741034,5,0.9526177538182468,50,150,5,1.0407690835158878,13,7.812451399528889,50,150,5,2.214123987820102,15,370.3855468120318
53,50,150,7,5.574546727876373,34,1383.426367259575,50,150,7,0.9723284209863028,17,1127.400283319557,50,150,7,0.6994911230806548,35,20.232421420404844,50,150,7,1.1753771089308525,7,157.9049531899038,50,150,7,1.6028980802147375,13,54.49889659767462,50,150,7,1.964999921013249,19,5.554472084124697,50,150,7,1.0708806034636122,5,0.9526177538182468,50,150,7,0.8685854157161145,13,7.812451399528889,50,150,7,2.738594131267468,15,370.3855468120318
54,50,150,9,11.017398994433808,32,1383.426367259575,50,150,9,4.537441331442124,17,1127.400283319557,50,150,9,0.949745964775085,32,20.232421420404844,50,150,9,2.3054638647589547,7,157.9049531899038,50,150,9,1.9259901374270065,12,54.49889659767462,50,150,9,3.7808500913529626,18,5.554472084124697,50,150,9,0.9578137574482651,5,0.9526177538182468,50,150,9,0.7562328352329869,12,7.812451399528889,50,150,9,2.713514938045786,15,370.3855468120318
