,Years up,Div yield,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change,Score
CMRE,35.0,28.202410207112763,0.007996671968348485,39.982543607997215,22.788998222732822,59.38191176472787,9.032258064516128,1.9613096402581638,0.22582640975782214,0.014051284866888676,62.29427221953296,41.09390128467793
CMS,0.0,26.051281256483264,0.1790184463903297,17.434674957123164,16.078027237806758,3.293694149318589,32.90322580645161,24.370067084928188,0.15715043309174473,0.10125035048898522,20.1591032809307,22.33769730206561
CNC,14.0,,0.32266244751791967,15.48171541316421,4.802293087269165,7.396820679507918,14.838709677419354,60.56318398792602,0.2790348241117199,0.07739852893574972,33.11513332165974,25.572364740256237
CNDT,14.0,,0.004844323631516905,-3.0364755921320086,9.694270327853056,-6.157344140549142,5.161290322580645,1.2042932188562656,-0.0066257770041704914,-0.0074226024390658205,-25.79014511734269,-0.8361550909399317
CNHI,0.0,25.385074626865674,0.23555151672412636,27.717429981021517,11.585074213712883,47.708967538272724,7.096774193548387,22.89005911110145,0.10703553120028282,0.03162394152466783,43.515579765583425,29.567169907865892
CNI,35.0,17.763740063599798,0.17859074899011534,12.401103668021838,18.768091252275934,20.777360169667727,18.064516129032256,70.0,0.3922573802368746,0.08972810945842181,49.1233790410052,38.50139151782352
CNK,35.0,,0.058348093036538644,44.134254310040646,27.5590220335259,61.64334471958838,10.96774193548387,2.5445046153009616,0.037122149549231036,0.10736858332048714,-20.191558048449107,27.43392345616897
CNM,35.0,,0.2364935234128634,27.380415754303648,10.651941647112913,44.474509682975935,1.9354838709677418,13.181102276530277,0.1305462259147958,0.08852557466372775,64.11497690086243,33.42271109436345
CNMD,0.0,6.071529060148288,0.06447482928677077,11.029880462295347,23.899255660010077,18.23227360337863,23.870967741935484,4.206988482852557,0.11755347357256493,0.22169034425125556,56.706424310219894,22.92397428062712
CNNE,14.0,,0.01678018778641687,8.267952793216686,0.6094134416171348,-30.37365337421181,4.516129032258064,2.179428437593651,-0.006892586816418969,-0.03967909521006201,52.77220594680655,8.803675386955968
CNO,0.0,19.184244082302996,0.025139289932287825,-2.2572790096644724,,,13.548387096774194,4.629876907282634,0.02660420717694891,0.29554637002090045,52.97727256149007,17.339174804963836
CNP,0.0,23.916160091307606,0.1711876225383295,13.155749716906616,16.863337992047775,11.161496181359055,40.0,25.731520184619647,0.07795651405338518,0.09961314570533009,7.227937854139965,21.96904115915519
CNQ,0.0,29.69263157894737,0.26627900151756234,42.04067750787015,9.150376027980407,69.91238980085056,15.483870967741934,70.0,0.2975958988863355,0.06064904477113511,61.92030777049423,47.43250438080312
CNSL,35.0,,0.0073822884979690695,-3.557226516182621,24.208049707212275,-7.347916207410165,12.258064516129032,0.7644031263278065,-0.005647474359259413,-0.010336809004509178,-8.711528504221858,8.916143072370962
CNX,0.0,,0.07673500884286344,44.20022886716421,20.693520457742068,68.67829891871823,16.129032258064516,4.791055920011224,0.760385363266749,0.007555951861161141,52.54487958402093,35.234185140625755
CNXA,0.0,,0.000334050920241066,49.0130919223808,-1.4358662909108055,-31.612016442211832,1.9354838709677418,0.0008773977126907647,0.027222909669436097,0.001786790363944673,-32.944128676443746,-2.5446126216189016
COCO,0.0,,0.02605191081504345,19.34601113340498,12.679569035987193,-0.46236837467454706,1.9354838709677418,1.7814445961440355,0.03897825702669259,0.1532735801272875,66.18175398266942,17.23393186313014
COF,0.0,15.494846189251607,0.5028786992852033,10.205863783449649,,,19.35483870967742,70.0,0.8253491249779035,0.045445521419959035,56.19568584958425,33.84802115247961
COGT,0.0,,0.010923582381274648,-20.76461146528191,,,3.8709677419354835,0.5730612064450995,-0.005202791338845285,-0.01134838253527477,63.58343039043977,10.054727719584172
COHR,35.0,,0.12830046764353584,30.8911250777346,15.492267732374456,40.56685624098335,23.870967741935484,10.916182933457756,-0.006714713608253317,-0.09527531478346479,57.90408332360108,36.384371777853985
COIN,0.0,,2.9229158073564445,47.79232163021781,32.521682698294754,66.59598847239457,1.9354838709677418,43.60344328888944,-0.007114928326626032,-0.2273003530038631,68.68415137195538,44.71552065402469
COLB,0.0,31.30373001776199,0.047167175861203205,-0.848960692323848,,,20.64516129032258,8.016867124427103,0.05692062930882092,0.12863519681503474,-15.601381061054408,8.578066604140878
COLD,0.0,24.155339805825243,0.06393442661842476,23.970511977657345,10.628676003058558,18.84395090255166,3.8709677419354835,12.154720001976397,-0.0008226635877661349,-0.46108316922223946,26.235764298760337,18.96221576596404
COLL,46.66666666666667,,0.024721295482666786,29.241538372032416,23.049014416409015,17.286905294679407,5.806451612903226,1.623257486334605,0.014848859819692415,0.6385848620317558,52.32620265153629,29.945456189473855
COMM,0.0,,0.00831795992156773,4.549406102790474,13.711374261995314,1.3800131464902634,7.096774193548387,0.7676156921807437,-0.02232308762478917,-0.0014388960741554895,-28.470918881654047,-0.16630161159766732
COMP,0.0,,0.022311281277355217,32.167783186996324,7.25635412371858,44.40515546940068,1.9354838709677418,2.323476777799057,-0.0019566052898221586,-0.0229558472698209,-17.071189921840336,12.036349548433858
COOP,0.0,,0.040333644065834624,0.6544942060264125,23.132592476478855,24.668676857899634,7.741935483870967,6.383479618505654,0.41514937245890043,0.044475055809199505,65.76857127888786,21.838933558305648
COP,0.0,18.282344178996535,0.8125340698478327,45.10049431370831,10.647274996371557,69.23009405705375,27.741935483870968,70.0,0.5679688881032349,0.05524875794827463,59.56812122587604,47.93746285266294
COR,58.333333333333336,6.541894175042,0.40001817221336466,12.272631172907037,1.184561013608958,31.434480792948385,18.70967741935484,65.58011877322839,0.5271345235990808,0.11799329970884347,60.145887357851734,40.515512703777134
CORT,0.0,,0.08973705753458794,6.724804516696294,35.14070040018436,9.616610850324307,12.903225806451612,3.5409265254153692,0.04949619939897472,0.13220672113457682,62.449591224931424,22.143610051198557
COST,35.0,4.1107696267747915,2.0770196726266854,14.659401694918497,4.988433563169679,16.38362236023906,24.516129032258064,70.0,0.9088739614636733,0.21612371729897456,62.62791700294148,37.37909375106205
COTY,0.0,,0.06714119958584099,5.82462530661048,26.21782895081339,14.103573450196116,7.096774193548387,16.04477133681096,0.025985504684461726,0.13191217600035238,59.77321342664154,21.91285178726975
COUR,0.0,,0.035153442913393756,32.524009841367075,25.337394935939336,52.86762250251651,1.9354838709677418,4.21825089597454,-0.002223415102070635,-0.11035700013320901,31.760330104898735,25.18062121683764
CP,0.0,5.060209805759459,0.2785201643217734,7.129317220263518,23.870194164677425,3.4544387735739237,26.451612903225804,70.0,0.20540922750574508,0.10856745929300676,57.654158665145225,30.827369584724746
CPB,14.0,25.385074626865674,0.16758198910199698,2.466391339043983,14.175263990465194,-0.7321726013433087,32.90322580645161,19.754661744059312,0.16333745801661656,0.07728744201690094,42.505572382124896,23.94701971060363
CPE,0.0,,0.1322000894777958,43.01753011130623,18.316601909995647,67.76117720139801,21.93548387096774,3.2190095374402983,0.6366448647693123,0.014489620640698307,61.23600745536136,36.65578723073848
CPG,0.0,29.448275862068964,0.03989450993893882,41.54490639628907,27.536730220875363,62.939898188820145,13.548387096774194,6.160711855453153,0.024129397207000178,0.07719581174182683,63.19274225673145,38.811566919984145
CPHI,0.0,,0.00011925739377730228,-8.964208475303842,1.9325608185531395,-31.16005490036799,14.193548387096774,0.007596036714699386,-0.0008448977387868413,-0.0015033337306233482,-25.224313056066507,-8.341881383635483
CPNG,0.0,,0.17453096371388171,31.982837306997993,7.621043569179173,55.31153328779543,1.9354838709677418,39.33926374157422,0.014848859819692415,0.28229535995067057,-26.745532532089968,18.629882106425224
CPRI,0.0,,0.07268541726125013,3.8100012330009525,27.0732398269137,11.109445731388437,8.387096774193548,8.551930567802293,0.16952448294148842,0.08268642844363627,40.52475283602211,16.912095474231766
CPRT,35.0,,0.2893070041788342,22.92011503246855,20.63040484195855,31.335742064281277,19.35483870967742,70.0,0.08476224147074421,0.1642251375294103,64.39370029610407,44.77510090299472
CPRX,0.0,,0.04500737646382129,33.236078451355475,32.56398762761334,45.58391100294491,11.612903225806452,2.5781194001675862,0.03402863708679512,0.1227630085345516,67.0749600344295,32.686738773627525
CPT,0.0,28.058535711600175,0.1368705039984778,18.83669193349455,26.14955646954046,31.21420769973316,20.0,15.648988068604677,0.12621530846738555,0.2212116540773855,42.855894242941574,29.087011363882194
CRBG,35.0,26.944000000000003,0.11612358768093968,32.979228913570665,-5.751571059818376,10.659682116923149,1.2903225806451613,23.225359875571467,0.20726533498320665,0.033904778558264625,39.61048782270576,26.081714912828613
CRBU,0.0,,0.013016060394769232,11.822625593239735,,,1.9354838709677418,0.6920140044376539,-0.003179483595961008,-0.021839756087791255,-29.72583028490795,-3.2527042543727234
CRC,0.0,21.397333430224037,0.034432983562804324,28.217881927666024,23.162670734358734,47.66802619855543,2.5806451612903225,5.265716454034443,0.39040127275941305,0.037444143437429536,64.06952896477428,30.606997027089356
CRCT,0.0,,0.0071853869285244615,1.8942376301786723,16.0628285500219,10.122831836585078,1.9354838709677418,1.7578773526254465,0.014848859819692415,0.1028981039001079,-30.82708702847301,0.1815431461956194
CRDO,35.0,,0.07201197225316493,39.59117578547789,28.102060817280208,48.79116154367582,1.2903225806451613,5.268148889179875,-0.0004669171714348333,-0.6208491122571314,65.44398300262364,37.78602517995037
CRF,14.0,37.62099125364431,0.006709076169772385,-17.92905652735864,,,23.870967741935484,1.1336592588813375,0.07795651405338518,0.026132851784154386,-14.819792499855652,8.625013268481204
CRGE,14.0,,0.0118485118665145,48.04038208854535,0.9569647020753225,68.67004104718228,11.612903225806452,0.04754437889064392,-0.0005336196244969523,-0.0036765685360330364,64.72619905527762,35.264690308726045
CRGY,0.0,28.61395348837209,0.01692445049869316,44.771656778885074,31.699099930073544,63.78478434159345,1.9354838709677418,3.0114831376970894,-0.002868205481671119,-0.05185857540713938,11.709611114962382,29.442582592406545
CRH,35.0,16.480798405651672,0.3597586190617653,13.552595519792195,14.638793660659681,19.468334893680897,22.58064516129032,70.0,0.23820045960756583,0.08301518121157399,61.61936062732063,40.32087341718672
CRI,0.0,27.999999411764676,0.06353984231173325,3.58892028886284,20.228993625068867,10.934306475387876,13.548387096774194,4.063708593743918,0.3365741559130281,0.06245806091821651,1.4702158349983332,13.063032283451381
CRK,0.0,31.94736842105263,0.05652915933348522,45.010514764222776,21.533864381442385,67.58133417030598,23.870967741935484,3.4376241654934643,0.1385893583171292,0.016970754696205598,62.929029668440826,40.71790358495879
CRKN,0.0,,0.000248982659242273,-20.76461146528191,,-29.070456051394675,1.9354838709677418,0.0020176016871113985,-0.030193977086119227,-4.69223324798666e-05,-33.043555002067635,-14.99465054867569
CRL,0.0,,0.1881170113033156,18.513444698172307,16.380586505668234,26.3284654557418,15.483870967741934,16.41973855869524,0.5710624005656708,0.10677743519374777,60.31783927785617,26.154220730667525
CRM,35.0,,2.206826134981146,24.399123265924317,30.059577502241794,32.77624253591345,12.903225806451612,70.0,0.1627187555241294,0.4868702013562076,60.73940484902783,45.54813373752889
CRNT,35.0,,0.002581759382793541,6.109379538730111,13.151684418462333,16.697616382958127,15.483870967741934,0.32703532504469096,-0.00017787320816565078,-0.19331956840282405,-16.96754340166438,11.798496194753326
CRNX,35.0,,0.0342767056941515,,,,3.8709677419354835,3.703292917171636,-0.008093230971537111,-0.0607839276748295,58.631120729918166,24.088281175255492
CRON,0.0,,0.0073020033754205155,35.907130704705985,-6.441792744764616,-29.080516818908805,3.8709677419354835,1.1505965208958022,-0.0006892586816418969,-0.03886694998646425,-28.491171763055153,-3.9181424685566077
CROX,14.0,,0.30694598545222923,40.70516607372269,24.34846434462889,56.959974756225535,11.612903225806452,9.11534345449116,0.6712922043485946,0.04270860046928313,64.24710066999258,37.62879649409109
CRS,0.0,8.919423782445023,0.04104092662154842,11.04543513191507,3.5278113884364615,69.86514932423432,32.90322580645161,4.889347678861345,0.13363973837723175,0.14135107822482568,60.417802131661915,30.457813807496727
CRSP,35.0,,0.20096208053453812,49.99431358773646,-24.90509787853528,-29.700361476646222,5.161290322580645,7.517601159263943,-0.009938665506255738,-0.08449831611301488,65.23092823131631,18.37376254993748
CRWD,35.0,,1.4694102421744875,41.783824503921196,29.70362843096506,58.920905479097094,3.225806451612903,70.0,-0.0001334049061242381,-30.0,68.04470636814018,47.14375391033979
CSCO,35.0,23.997223741055592,1.336658175205712,4.980894746660081,26.926340958926957,5.755676104450722,21.93548387096774,70.0,0.2047905250132579,0.07168881104062647,28.29394896773959,34.68296919064449
CSGP,0.0,,0.2083616308305457,16.25696192562146,31.82672904900795,22.38349218783387,16.774193548387096,51.37539580121703,0.06125154675623121,0.39127205459870795,61.360352867983245,34.00644247665019
CSIQ,0.0,,0.05109693768351124,37.639785425478465,7.388904549494026,46.64863296555399,11.612903225806452,2.281114877708621,0.3087325437511048,0.021770070123289582,61.53936670641295,28.38852666135804
CSTM,0.0,,0.019163755695643065,29.621435550730155,3.7612351156178825,28.469588228882756,7.096774193548387,4.148070566313053,0.06620116669612869,0.08129847041314835,63.17016313926862,23.12439494697725
CSX,35.0,9.59958338959072,0.511324421933415,20.453974473603942,17.863705048166494,24.292965484434912,28.387096774193548,70.0,0.11693477108007776,0.08414876150347093,50.129825639752,40.70469186734263
CTKB,0.0,,0.011345602483258839,32.09267912847747,25.692838262555533,49.69720568694637,1.9354838709677418,1.7672098903135196,-0.0002223415102070635,-0.5203143732516318,-27.9453397330248,14.022184066772416
CTLT,14.0,,0.12441743048383999,13.876115081374953,13.469315669225,10.215604341079938,6.451612903225806,13.473955778816542,-0.012473358722616262,-0.05306277420931195,60.98892893859256,22.463460001672324
CTMX,14.0,,0.0011043998225025726,-1.2949518249957181,,,5.806451612903226,0.1539452842680441,-0.0003335122653105952,-0.06114293326228853,-29.67941400034998,-2.356242760399898
CTRA,0.0,24.700000000000003,0.23906897134671318,46.54670732893307,22.29683312573333,67.51101980414583,21.93548387096774,28.267547997992285,0.17880502032879617,0.04003748780499514,22.369342204801725,37.15632473207215
CTRE,0.0,30.674285714285716,0.03165913147393638,3.287121472717378,34.85499731043647,3.023808066736663,6.451612903225806,3.8196672127881444,0.025985504684461726,0.23508555572683829,25.367755661448253,17.106663259289473
CTRM,14.0,,0.0010469090524665118,49.07588800713852,18.268144699339814,69.47786836620176,3.225806451612903,0.07372595667748742,0.036503447056743854,0.0039818881570180785,-31.270877642235654,20.829167471695094
CTSH,35.0,11.979847662010359,0.41776370160193316,8.376972279705313,16.061021981056847,12.06456823391699,16.774193548387096,57.95305418728073,0.2536680219197454,0.08679648227035684,35.56036422282527,30.877500050948353
CTVA,0.0,10.920901351240502,0.23079317580883607,11.616237354712169,17.954045803474497,16.39610511018847,3.225806451612903,48.06686257615982,0.09713629132048789,0.13376090741011665,54.00619688612605,25.817118398103787
CTXR,0.0,,0.0006636559355060661,,,,6.451612903225806,0.15283645422741218,-0.0004891513224555397,-0.017440994465771343,-3.0745498190246145,0.8363412020418767
CUBE,0.0,29.215859030837002,0.09893350720054905,23.9283874705185,28.683297774688032,37.74822086563601,12.903225806451612,15.263752786631311,0.1039420187378469,0.12362637362637363,53.51512442139517,31.99751905646387
CUK,0.0,,0.03706452489034356,47.8778778014365,-17.323807802263374,-20.130681611842284,15.483870967741934,28.077133621846468,-0.0001334049061242381,-1.4666311442653521,9.481922014783695,10.514680502952848
CUTR,0.0,,0.0147577579944477,32.012668348849374,23.90486641319314,49.71912651198305,12.903225806451612,0.07154954172365746,-0.008582382293992651,-0.003696032235198789,51.35243503479553,28.807856101773154
CUZ,0.0,31.225806451612904,0.051497559717238066,1.360584000334466,27.735439521605862,1.892134333636835,28.387096774193548,5.232674787186198,0.035884744564256665,0.18299197865226474,-6.683911303633739,14.193682356804738
CVAC,0.0,,0.004838714449207702,34.58880862666813,-14.52942636758505,-32.465820843273505,2.5806451612903225,1.210807942308723,-0.003557464163313016,-0.013487411749034235,-31.742251174400558,-6.842278443466962
CVBF,0.0,28.370546318289787,0.018642179401801004,10.170455735260834,,,26.451612903225804,3.9722619519439,0.10579812621530846,0.05133073163871603,5.069600345379598,14.551029076736421
CVE,0.0,23.29965814725586,0.23655982269401055,46.54845884610289,5.282120658252563,-34.52211750737079,9.67741935483871,43.899626681842705,0.09775499381297507,0.04519262478218364,62.78177931511155,24.97562745036868
CVI,14.0,32.49079754601227,0.03659935820938563,41.78629237727178,1.0484738688155426,62.68801575411375,10.96774193548387,4.632628488993148,0.48568145660243944,0.018074365291091736,45.70276762312658,33.9455671069714
CVNA,0.0,,0.37059881684703316,41.83950273077975,5.080688987254054,55.214991229661,4.516129032258064,11.211777251064387,-0.009302768787063537,-0.06021626469215094,69.20761551827307,31.757929581806465
CVS,0.0,26.362116991643454,1.5387244874125174,10.12542744399537,7.224851135965453,7.256697173081192,32.90322580645161,70.0,0.40401272759413115,0.05254235647641141,32.759553025512346,29.940817642560713
CVX,0.0,28.258992805755398,1.869960061614205,40.312470393787606,12.202473198146059,60.627319858271264,40.0,70.0,0.8327735548877496,0.049792120530923537,48.3553579998064,48.017323808380894
CWAN,0.0,,0.030665535074138422,24.188706822288665,29.667961159385268,30.79523751180023,1.9354838709677418,7.564179639152798,-0.0002223415102070635,-1.1023711202877315,-15.96438022593331,13.070383195074168
CWEN,0.0,32.52519083969466,0.034333273912443826,-0.0933242567657544,27.73435790614564,-5.271885734350436,5.806451612903226,7.145011002518625,0.02846031465441046,0.24339649198061675,51.014482795407595,18.915313372396987
CWH,0.0,17.23490831248821,0.03479493592640136,15.241422675498795,14.023743354440729,28.006197722766657,5.161290322580645,1.687558405690812,0.016086264804666784,0.4462771697240635,61.717372150510464,22.788833541973244
CWK,0.0,,0.02478891135187842,15.021247139221243,7.953404319824151,31.122221277318403,3.8709677419354835,3.403117116043379,-0.0007337269836833096,-0.18110369715538227,6.039032856193119,11.398803718262473
CX,0.0,,0.05007947033258713,11.745318440690728,13.90262274448762,12.901906185999831,16.129032258064516,16.84284692509547,-0.003201717746981714,-0.032219928067137346,58.28534391445646,22.003682761578492
CXAI,14.0,,0.0014221700652089766,,,,1.9354838709677418,0.02835978012966276,0.17571150786636022,0.002035490265471354,-30.80240808895607,-3.4903322070622917
CXM,35.0,,0.04086551959565671,25.831176069549517,28.50221038606808,43.48063327338587,1.9354838709677418,5.105285705421095,0.006805727417359024,0.5217427862718442,-2.3484813955776023,23.402664736118574
CXW,52.5,,0.017917225328811674,-1.3736630932546934,11.099747934650889,-6.846472284490181,17.419354838709676,2.561240007500164,0.035266042071769484,0.12178202558964082,30.48229852174122,17.969062918279203
CYBN,0.0,,0.002043943035349476,-20.76461146528191,,-29.070456051394675,3.225806451612903,0.23097903407739456,-0.00042244886939342066,-0.011610216429578008,-21.911350287811857,-12.648077970566995
CYBR,35.0,,0.20448552301109982,14.197080841569885,31.699934744025544,15.71174343629474,6.451612903225806,14.536141683805393,-0.005247259640886698,-0.588569312709268,62.55695493695301,30.4684978807687
CYCC,0.0,,0.0014792249463247574,,,,12.903225806451612,0.003276348603719302,-0.06636894079680845,-0.00041368424646209595,-31.16590760751441,-4.363025917275244
CYH,14.0,,0.010810197260645747,1.694282678639789,17.537616171506283,8.1879123076213,15.483870967741934,0.7540973838732012,0.11322255612515467,0.00927453898970703,62.34209948468599,20.361556997702376
CYN,14.0,,0.0024818360827263334,,,,1.9354838709677418,0.014635228160860384,-0.0013785173632837938,-0.0017683495404289332,-32.694775157477515,-3.986981211707119
CYRX,0.0,,0.009894648747591675,44.3670007180694,19.709664220971767,61.3046254564945,12.258064516129032,1.092861561473736,-0.002512459065339817,-0.07882908105826894,63.62324333878888,34.2854259187375
CYTK,58.333333333333336,,0.8205569218439422,30.43634034129689,-17.188532400695564,61.70928128347437,12.903225806451612,12.042860284457028,-0.012339953816492024,-0.08831757026775011,67.1886679726335,38.32967390147642
CZR,0.0,,0.20618210820900387,43.92414431928817,22.133725396781205,61.969600190967356,6.451612903225806,14.285140216133302,0.20293441753579633,0.06216466704515974,53.67729385706576,34.391999673940944
D,0.0,31.90743841781297,0.2948712564930236,11.561065866059103,21.391955743261075,5.9603227077892775,28.387096774193548,55.49105145839398,0.18622945023864235,0.0678330850302701,-17.548660320210196,21.85701657762884
DADA,0.0,,0.02477892922648477,28.952425653368756,11.703183958988998,61.62696915151519,2.5806451612903225,0.8697289908265103,-0.0016230930245115633,-0.018147445945428105,-31.612899493213927,12.56356979881905
DAKT,0.0,,0.007601019046145347,10.400747040013254,9.11984374848326,6.135174145044844,19.35483870967742,0.5458868857774606,0.062488951741205584,0.03603551352514625,61.003966590939505,18.07908179733021
DAL,0.0,7.460444693996199,0.8128946648798977,42.37691088791226,-2.4734580957442276,-34.70850109084645,10.96774193548387,36.91010773097126,0.44360968711331095,0.024632464155862416,-7.521761280668807,8.617876444008441
DAN,0.0,23.997223741055592,0.018458732869837086,21.750061172897468,3.280085720228141,19.87525897116892,10.32258064516129,2.8508774352438464,-0.001600858873490857,-0.10948115092580259,21.538401298790582,16.43204217581213
DAR,0.0,,0.12769058042424838,33.270556501356495,10.551808321456718,44.04040040435091,19.35483870967742,10.133457141411881,0.27346650167933534,0.04424791106752314,62.244418095344116,30.515404096062483
DASH,35.0,,0.4919326292347057,39.04380667446654,22.081922747972502,50.933472517690284,2.5806451612903225,64.06985878114338,-0.006069923228652833,-0.2352090429884489,51.9655747351791,45.07219225097623
DATS,0.0,,0.00345970800278065,,,,1.9354838709677418,0.005228196906137619,-0.011294948718518825,-0.0016520014390768091,-30.26273405752294,-6.74559743614378
DAWN,0.0,,0.008493513593735348,,,,1.9354838709677418,1.7728220634347864,-0.005091620583741754,-0.03549525537445982,-7.977939543334076,-1.0242207074514318
DB,0.0,21.626904809177645,0.05435393415322548,5.445242290323971,,,18.064516129032256,39.83738462424242,0.1515821106593601,0.02491639479901718,49.96509597578241,26.50392083689614
DBI,0.0,21.159178734756676,0.016029490507925244,3.450912752545352,11.672107258665445,56.538983093548566,12.258064516129032,0.7105274851953854,0.09651758882800071,0.024664714043471557,-19.675385828359204,13.690730127914389
DBRG,35.0,2.253374126882323,0.06149247121004943,42.733938016633495,27.472499188260784,58.58309370847752,6.451612903225806,4.830349014395734,-0.0003335122653105952,-0.7864659650992409,52.82905778987468,36.41724091136441
DBX,35.0,,0.13917935411188107,10.946753566974348,31.41154215250479,18.294464583390294,3.8709677419354835,16.424063571422998,0.09651758882800071,0.0960500883423652,42.9846761754188,26.993934715750672
DCFC,0.0,,0.0003577498559191786,41.066128981512705,-0.8462263921868063,59.80550293309739,1.9354838709677418,0.03437777165990949,-0.0017342637796150951,-0.0010405672654240652,-32.77983922196454,11.731018790152083
DCGO,0.0,,0.01826458983190785,46.268981889337,15.079365287510909,65.0479339592108,2.5806451612903225,0.5602287268027909,0.004330917447410288,0.23717765200731128,-25.931334244894494,17.60433795568542
DCPH,0.0,,0.01149888716769227,43.5640598585059,34.82297662222447,60.302028446068455,4.516129032258064,1.7004821112639226,-0.005113854734762459,-0.03682649816692826,63.71370676479708,35.354057859217605
DD,0.0,19.758598801599458,0.27678524212160854,-3.5585786167271527,15.524329071018448,-2.643686955287695,33.54838709677419,41.46846812267234,0.12188439101997524,0.15071141893314155,5.317936506891986,17.454735726827984
DDD,0.0,,0.012291961504046874,-0.9297866194586035,18.14542884835693,-0.4324579889015414,23.225806451612904,0.9980859902915555,-0.0016230930245115633,-0.040893339732231665,32.83396033791708,12.51030721162129
DDOG,35.0,,0.7420214597095435,41.68821313005708,31.11826504427741,58.53290929874509,3.225806451612903,60.49207659517006,-0.0002445756612277698,-6.679947200794411,66.6550427449949,49.283753042052766
DE,0.0,11.979847662010359,0.6634028772608823,22.24437789512498,14.33062790666849,40.11274806603409,33.54838709677419,70.0,2.143804136468092,0.05183994362351076,60.45794879232909,40.56079117084027
DEA,0.0,34.1505376344086,0.016696949419384884,10.048656360457766,28.373737993279498,10.911946855160377,5.806451612903226,1.8117144943002428,0.02041718225207707,0.17755791302885487,4.013519393245577,15.131942283881841
DEI,0.0,30.744801512287335,0.0517177970402078,5.604753029720717,27.863345572786802,8.627471555956193,11.612903225806452,4.303315375500789,0.007424429909846208,0.5541852936642515,-21.320204405516037,10.801541807485165
DELL,35.0,14.83187909389269,0.5086578072758875,6.8009591988809515,9.63819021379042,4.432008189160338,5.161290322580645,70.0,0.22335159978787342,0.10723770148436654,63.25751259322003,33.32715662223384
DENN,0.0,,0.009043514342991736,27.670928236657204,13.729244438251005,48.9570170523741,16.774193548387096,0.8555530194993876,0.03217252960933357,0.09542754147347948,-12.018599746349377,16.288979683770375
DEO,0.0,23.723957810568084,0.17337178505496723,14.804492728996026,25.954697592029632,20.117010942845205,21.29032258064516,70.0,0.5166165812267985,0.07615415077044924,14.544855767729326,30.349441260296135
DESP,0.0,,0.005669674478587119,45.03013105263765,20.283009473179767,67.72354442540153,4.516129032258064,0.9356183372433835,-0.0019566052898221586,-0.06423550141080446,17.38795058416577,26.409467876722736
DFLI,0.0,,0.0002713766007393586,34.51872221177282,16.11354274187906,18.914580898269474,1.9354838709677418,0.04223628419467686,-0.0018454345347186268,-0.003410311018952592,-30.287181537040457,6.988542390015318
DFS,0.0,23.423299647546525,0.3967401079168548,10.272795566350323,,,10.96774193548387,38.017120270366426,0.6966590065405692,0.041572419329710106,54.93278567863898,27.205630320033976
DG,0.0,15.274160709236266,0.4656572169988199,12.080906582720132,13.658191119335669,18.512255446861072,9.67741935483871,43.08008598771587,0.5376524659713628,0.06953980546735676,46.129773494543755,25.31518129899825
DGX,0.0,19.569788906047794,0.1871631065436325,2.8217644989282054,16.542730997333805,-1.5729200422558103,18.064516129032256,21.57588123054695,0.41514937245890043,0.08805413187948749,51.181125240044835,20.456071995326994
DH,0.0,,0.01102689816916305,34.19908095972794,30.7639711565881,51.143960136384514,1.9354838709677418,1.6179584998124454,-0.0035796983143337228,-0.03447713810795225,-29.875885848250377,15.213142175758856
DHC,0.0,10.816856371062613,0.00634834686323695,-7.794951372755852,8.140987231458459,-20.961635262217815,15.483870967741934,1.0292994856413904,-0.0024012883102362856,-0.015818569335287067,66.44237677196904,11.610306774939282
DHF,35.0,33.69072164948454,0.002236006747035834,-24.834732190167458,,,16.774193548387096,0.2534617800777268,0.019798479759589885,0.03352859565284414,-7.450271135680261,10.488026810639436
DHI,0.0,5.919640079057144,0.5517864262445175,23.106549150925105,11.89586829582133,39.7924329605979,20.64516129032258,69.45910148996361,0.8587590595722114,0.04638294545197688,64.46312271712196,37.577588002393384
DHR,14.0,3.1975127759157322,0.9423795372111777,21.54718663553779,25.46485286797429,36.976550921923575,29.677419354838708,70.0,0.49063107654233684,0.13332125498450584,60.762223102046796,41.77652024237697
DHT,46.66666666666667,35.31034455806578,0.037244599505217,-1.583319987549281,9.012718468887918,-34.48811609680253,12.258064516129032,2.6648918905879233,0.07053208414353897,0.044704794203792204,62.99226927896967,21.108889011556787
DHY,0.0,35.237354085603116,0.00119976457014171,42.259311217847696,,,16.774193548387096,0.30629324959070214,-2.2234151020706348e-05,-1.1808978286932197,-1.2536564920407827,18.067406923747793
DINO,0.0,25.51479375652108,0.12186440154106536,43.74241312575372,6.02337212739902,64.0048167545757,28.387096774193548,15.978115077353058,0.7115078663602615,0.021389937064764976,41.30249929143302,35.84251890669765
DIOD,0.0,,0.04206745209938435,29.520262330099065,16.744859232493027,49.21315455791956,32.90322580645161,4.818926643477276,0.3928760827293618,0.05086368982665514,61.53772324112373,33.088806616308425
DIS,35.0,4.4119741026989425,1.7212849431197164,11.954857182914607,14.65736142698432,18.008850315756423,40.0,70.0,0.07981262153084674,0.33519633184078357,2.3728426567823773,31.514631679623495
DK,0.0,27.216710182767624,0.029030746320092317,41.86919780782971,0.4170700204929645,38.03230857205129,11.612903225806452,2.409357580406834,0.07176948912851333,0.1000276414898763,20.941066160240197,22.65070498833866
