,Years up,Div yield,avg daily vol,Total Revenue Incr,Gross Margin,Gross Profit Incr,Trading years,Market cap,EPS,P/E,Mean change,Score,Sector
CARR,0.0,26.566215716903436,0.6218469504741018,17.962688640712365,24.626487773318072,8.212880058188167,6.451612903225806,100.0,0.12462435920098992,0.30049187299858854,83.67935701323633,43.67095172677366,Industrials
CART,21.249999999999996,,0.20201980244941967,62.607663499332375,55.811488736729395,73.90955261799674,1.6129032258064515,14.911408606835813,-0.018613160711619885,-0.04228135651321566,,42.52272465266927,Consumer Cyclical
CAT,0.0,37.691713254492974,2.587210107158655,42.74605379047031,25.520795358114384,45.05495173715845,100.0,100.0,1.5591302810677035,0.12701139239931108,82.43825137146104,64.66570002235225,Industrials
CATX,53.124999999999986,,0.0041774953275101265,11.238612444332217,43.39737615197411,-7.946662774546377,30.64516129032258,0.5185340339170788,-0.00019057843732034013,-0.0813573997602238,81.92245612760112,34.85950542436561,Healthcare
CAVA,21.249999999999996,,0.260500295686429,28.007844325736812,13.852290477870167,42.602074428559746,1.6129032258064515,11.662338374284593,-0.0002223415102070635,-6.827912995489924,,21.751595662199627,Consumer Cyclical
CB,79.68749999999999,27.606392679161136,1.605008725920094,20.00887212454426,,,50.0,100.0,1.5096340816687288,0.10901825268263061,72.32035372990185,68.83530351132518,Financial Services
CBAY,0.0,,0.10390017657494492,,,,16.129032258064516,5.5601286110167845,-0.0029539657784652716,-0.2454698195662543,96.91509169542152,30.17771235560282,Healthcare
CBD,0.0,,0.001812415017139594,3.0712050114879785,23.17063859307536,-9.08449813421803,45.16129032258064,0.4897831717891211,-0.0002541045830937868,-0.09869538430797922,-43.611214646326616,-1.4890719175342608,Consumer Cyclical
CBOE,53.124999999999986,21.38777099551543,0.5096117841476046,15.748396147680987,36.502233314553685,39.55762428461664,22.58064516129032,42.76209779832502,0.5877673678628248,0.21882979376914619,78.9996619355817,49.61484982108312,Financial Services
CBRE,0.0,,0.4675643695376079,30.312121984433286,17.84202371044073,39.79183985031363,32.25806451612903,56.1460698460681,0.16793353367509276,0.34826738497237386,86.97167742966008,45.58724685336749,Real Estate
CBRL,0.0,82.64336489126953,0.1390187611019196,23.707489053777508,29.026866896659815,23.1773048145985,69.35483870967742,3.5369124196683956,0.34735725649637617,0.14572107613151533,-33.72834755806717,21.32237124255091,Consumer Cyclical
CBSH,21.249999999999996,43.15467328495396,0.08877259529897463,11.774740814707508,,,70.96774193548387,15.13086718804318,0.3217252960933357,0.11470531934536865,13.003194306162793,27.27661831456483,Financial Services
CC,53.124999999999986,61.84659708145994,0.1283689221431866,38.56177587395399,18.899137505316926,50.237322212703425,14.516129032258066,9.956533491565175,-0.0063526145773446716,-0.15615425602770747,46.03450076445979,43.48963166713733,Basic Materials
CCCC,0.0,,0.15913612305276995,5.561224552311649,,,6.451612903225806,0.5868763389106006,-0.008734845043848923,-0.020162999382394617,-41.67249493181026,-8.058643293321229,Healthcare
CCCS,0.0,,0.09286396643244223,24.178318481424558,58.404399155674284,34.88914030197815,6.451612903225806,14.235351813924805,-0.0006034983848477438,-0.5789333464205338,-11.71216803375703,19.195780102424767,Technology
CCEP,53.124999999999986,59.84411127976301,0.3354128653219455,57.59539818937925,31.96085778651783,59.6352284079379,61.29032258064516,66.55830727978794,0.35442814212480106,0.129839575563942,57.54659325655107,66.38619646891163,Consumer Defensive
CCI,0.0,79.48333344135638,1.1132339396453443,19.83779926651119,57.243440873550796,27.792061460509103,41.93548387096774,98.23174391532811,0.3164221318720169,0.227270182823748,36.081107799948114,51.935772872557095,Real Estate
CCJ,84.99999999999999,5.549516382007988,1.0482219267306763,8.387511020548164,4.683626518150886,99.85449570952217,45.16129032258064,44.39048574421765,0.04065759236344352,0.79490083846623,91.99047563526891,64.27930300726167,Energy
CCK,0.0,19.117529463720345,0.26513327787633395,38.71867181363719,16.757895536633303,13.855252846060193,70.96774193548387,23.295994206327684,0.37564079901007597,0.16320423652735333,85.49413789947148,38.70484037297443,Consumer Cyclical
CCL,0.0,,1.7572627599150064,93.49717862499348,-26.260837685140082,-31.389814997035646,59.67741935483871,45.070227279226025,-0.00019057843732034013,-2.677500999067537,11.911438021376837,20.55478863129782,Consumer Cyclical
CCO,0.0,,0.014141607835993613,34.95043485231062,37.16291556647996,64.92672603398229,30.64516129032258,1.824075601057593,-0.0007940768221680839,-0.07033435460237113,27.466272043318273,31.455631312204535,Communication Services
CCTG,0.0,,0.11783914423088901,8.537791127689244,26.84083846922725,9.290921697754486,0.0,0.3626972655282054,,,,10.188309349250915,Industrials
CDAY,53.124999999999986,,0.3052563673862596,47.28304424924652,34.356459429177995,39.6808247833658,9.67741935483871,23.00483586118401,0.00265158211065936,17.642978264220748,86.66840737480459,53.687123337337525,Technology
CDE,0.0,,0.0633654789702728,0.3271783113077684,16.38580659120912,-31.474881635661916,70.96774193548387,2.200215233391409,-0.0001588153644336168,-0.5355001998135075,31.946315336396186,10.539837655681604,Basic Materials
CDIO,0.0,,0.021656621009899926,,,,3.225806451612903,0.09288984618745852,-0.002255178174957358,-0.029690598633763415,98.10705743058472,27.056128172139676,Healthcare
CDLX,0.0,,0.011850702188583029,56.926219028312005,32.638213231705485,67.42689923211914,9.67741935483871,0.5104247380473339,-0.03897329043200956,-0.004934269986968968,97.461762333628,45.26093048848176,Communication Services
CDMO,21.249999999999996,,0.02360846092028699,67.94283453613544,18.786785118499804,95.42096198046711,48.38709677419355,0.8955799861919007,-0.0005717353119610204,-0.36632476355401616,91.9414677626841,57.37222683274737,Healthcare
CDNA,0.0,,0.03419854155916194,62.32088325017357,56.077100461477855,60.259119623981974,16.129032258064516,1.1515165116804202,-0.005367959317856248,-0.05864349092720561,86.25522582898779,46.51404551846174,Healthcare
CDNS,53.124999999999986,,1.758123357303088,33.82789138272698,67.34053627060779,35.191287009105835,59.67741935483871,100.0,0.31023510694714507,0.6476024589173965,94.2001100761351,74.72409312774562,Technology
CDP,0.0,74.01752561115998,0.05841751945869307,27.65865698005156,27.892561101560958,11.327330103699229,53.2258064516129,5.970062211710392,-0.0016516797901096145,-0.46725620190386413,41.16490138993073,30.767361293136737,Real Estate
CDTX,0.0,,0.0010456408026721362,94.02264247765007,,,14.516129032258066,0.1338917857239679,-0.001238759842582211,-0.017675810269389594,-31.89039503468784,10.601422581686782,Healthcare
CDW,0.0,19.784070935780303,0.612711031905353,29.419988725682945,14.934946262522129,46.57164912947553,17.741935483870968,65.05659799870239,0.7079724235460491,0.21778888613681793,88.86987352260218,46.01580473793046,Technology
CDXS,0.0,,0.005332622436135421,72.25873861243322,61.98206946140448,66.81804098359927,22.58064516129032,0.4038091176860691,-0.003843331819293526,-0.022251958777867932,-28.653836451867736,28.40555781591329,Healthcare
CE,0.0,42.07995802084385,0.3540655307288331,63.19754861308563,22.661033967010745,76.09779280286584,30.64516129032258,33.47099752898466,1.6430970479052498,0.05941456297790267,80.58894067552944,53.25271139509407,Basic Materials
CEG,53.124999999999986,17.195847484557746,0.6446296345958419,39.91185242847477,10.628215438983043,-16.5066008784202,3.225806451612903,79.26934478776275,0.4604914265511755,0.17112328895203666,91.59574508375222,45.70051001778725,Utilities
CEI,0.0,,0.001666070202177454,-23.817422546980968,23.145398946390397,15.895587891166722,27.419354838709676,0.04190092538920179,-0.0008258398950548073,-0.006978102488959024,-46.22314464629188,-2.909649123263213,Energy
CEIX,0.0,72.97428944950738,0.1496421387623864,82.0185610465935,61.3172951303773,85.31760919735247,11.29032258064516,6.4921826963505,1.7800954569559837,0.037340742136629836,96.04660856793782,61.41228700606395,Energy
CELH,0.0,,1.0045830645050708,91.61801893589057,38.30835570741585,90.5174852237094,27.419354838709676,26.282252460937432,0.04242531377054976,0.8489735882020449,98.97720963732027,62.766694576975055,Consumer Defensive
CELU,21.249999999999996,,0.007517911014971525,37.352762901424256,32.80666163416253,-33.703234206663154,8.064516129032258,0.13852350496110127,-0.0032715965073325053,-0.0029099054474723274,-44.83615598026243,-0.7114783858351472,Healthcare
CENX,0.0,,0.06808616050957685,62.669436220569416,1.2222718207857777,-46.38179707229018,45.16129032258064,2.2127499756551656,-0.0062255622857977765,-0.05688568220681107,83.48192366546468,21.334653651988248,Basic Materials
CERE,0.0,,0.28165178125338075,,,,6.451612903225806,16.35426638243129,-0.00794076822168084,-0.16788330891168246,93.085245908794,30.61339242981978,Healthcare
CERS,0.0,,0.007251652280357975,64.28705363599273,47.086438241824474,61.84329680571952,43.548387096774185,0.6998380870969775,-0.0008576029679415305,-0.06660450246436658,-27.851302172923535,26.82111863235551,Healthcare
CERT,0.0,,0.026570868152706876,38.59399076702109,51.87987362687083,42.663262306457824,6.451612903225806,5.522033167675041,-0.0006987876035079138,-0.7311357884156607,-36.41066071431996,15.31863945372926,Healthcare
CF,0.0,45.51991979258223,0.5214730699371175,82.85766817809858,32.03074490529653,94.08555123061673,30.64516129032258,31.47214029534462,0.9510341170231571,0.05499274213282154,81.2940738965365,60.25755275542083,Basic Materials
CFFN,0.0,78.22593638369676,0.016658747236318352,-30.771515036254954,,,40.32258064516129,1.7354716433051258,-0.002413993539390975,-0.0793995779377844,-32.632038422510426,3.308563101367163,Financial Services
CFG,0.0,75.58900298046396,0.6575864325020745,18.251339000335687,,,16.129032258064516,33.70710446491578,0.2766484002121265,0.08293805600879813,36.70878465051711,30.463108529458495,Financial Services
CFLT,0.0,,0.309960404820507,80.41049437441504,55.815170937258294,79.12024226316902,4.838709677419355,14.711898608515725,-0.004891513224555396,-0.14447554576767313,-42.41351340910508,29.226290779212366,Technology
CG,0.0,65.32930939410748,0.2982563553690027,85.99127806803716,,,19.35483870967742,30.75773537850678,0.051263920806080956,0.5279790349930631,90.98135335337555,51.79005706010563,Financial Services
CGC,0.0,,0.045616530499824726,5.979749128887935,-9.615386157377435,-46.42448091943907,16.129032258064516,0.9348851378347653,-0.04980449828638221,-0.003032883594359549,-44.22947553081951,-16.01540450399143,Healthcare
CGEN,0.0,,0.005173284763558931,90.66978600957903,67.94998775435862,89.21233569301275,38.70967741935484,0.36081417720045833,-0.001175233696808764,-0.0504934133547428,95.37727163897381,61.731385397419416,Healthcare
CGNT,0.0,,0.016482783559843943,-14.3737119671735,56.37197032710333,-13.454834940903021,4.838709677419355,0.9664180956004134,-0.0018422582274299545,-0.11024193511343437,74.59259977054029,18.219768416183825,Technology
CGNX,0.0,13.539829723149168,0.1816866913769019,27.139858014545904,59.933716551982585,22.129834333907457,56.4516129032258,14.065587813526076,0.08043132402333393,0.32253856826078187,50.443470919575574,34.15113892492382,Technology
CHD,53.124999999999986,20.235440037028106,0.4472908237102826,9.450313252026634,38.84797090852457,1.4853268669703814,70.96774193548387,51.33366483356146,0.15555948382534912,0.4252385890662443,61.0018863798914,45.35288882271801,Consumer Defensive
CHGG,0.0,,0.09409700859138506,20.448706673477112,58.07723352016647,30.850621478843838,17.741935483870968,2.4801011405855453,-0.0006670245306211904,-0.47479495328169896,48.83292886089434,28.50841306514792,Consumer Defensive
CHH,53.124999999999986,16.989709835855876,0.19573862036103978,65.910909092168,43.27907292209596,79.30165161312516,45.16129032258064,12.646183190671959,0.4887749690648754,0.1649564255789364,74.65089599814571,59.73674885716693,Consumer Cyclical
CHK,0.0,74.29325138601966,0.7123757604968429,91.272160831524,18.68360639831055,98.04795182150482,4.838709677419355,21.45289587700492,3.262329856814565,0.01596256723688504,75.80674307717827,58.27822413930737,Energy
CHKP,70.83333333333334,,0.39173722053450366,12.596999426242764,66.83349520389804,9.835583455534062,45.16129032258064,39.49815456681313,0.6328442637440338,0.16937613947275726,61.42534595131512,50.29460540065832,Technology
CHPT,0.0,,0.1388043265072453,78.7094447514642,15.67250253756661,83.89905175592077,8.064516129032258,1.8208554341881424,-0.003938621037953696,-0.01635570241967712,90.7872714883785,47.92441767316954,Consumer Cyclical
CHRD,0.0,84.29725096751777,0.2673523728514239,87.84136240716042,33.69454490569485,94.13638579967186,22.58064516129032,13.613531260686631,2.1097754993812976,0.04963037479683675,99.11951386511538,64.45844251674106,Energy
CHRS,0.0,,0.06742655902354296,-30.001950026174644,63.550031235522354,-33.25463231441317,16.129032258064516,0.5496000132427262,-0.008099583586114454,-0.009011197392237835,-18.597665006964924,-3.5280256518718898,Healthcare
CHRW,21.249999999999996,59.3322773282206,0.37288443807162225,52.818046317999745,5.543944115290741,56.28338527657031,43.548387096774185,21.418254467400242,0.2969771963938483,0.19629460385973413,9.570873101002915,37.65554315052385,Industrials
CHTR,0.0,,1.3754176743745472,12.062619298210633,39.93908869844173,15.465082259553833,22.58064516129032,100.0,2.7063814742796533,0.09348697898233282,76.67114530500649,47.369510457284115,Communication Services
CHWY,0.0,,0.6682857028804392,58.551652466221725,22.333781221667383,67.52461621498995,8.064516129032258,18.004451873927316,0.00265158211065936,4.997173834849186,87.8207309202279,46.34086014927264,Consumer Cyclical
CHX,0.0,22.57305977624978,0.1526973294091121,72.83032089096635,19.6225027033851,77.74643753230323,9.67741935483871,11.628405568929406,0.13346296623652112,0.14200586603670917,62.60209212738093,42.7539831648536,Energy
CI,21.249999999999996,32.98988654679621,1.8238583668359594,11.912497556692498,,,67.74193548387098,100.0,1.5662011666961284,0.1324493056263595,68.39166287367526,57.38263013752506,Healthcare
CIEN,21.249999999999996,,0.31520073888879924,16.304913133967126,40.13642417885891,10.044804719743441,43.548387096774185,15.982662229273451,0.1511401803075835,0.23181766141369556,65.3107981024523,34.11712881284132,Technology
CIFR,0.0,,0.07434068868807249,,61.08126339217061,,6.451612903225806,1.260350708776702,-0.0011434706239220407,-0.06341303672128237,98.50913039771349,35.522484595192594,Financial Services
CIG,0.0,87.58294806876818,0.016567270900544096,39.68443910583262,17.041264053818107,28.72478230246442,45.16129032258064,12.027052037748142,0.04242531377054976,0.03693284003905246,-26.45012975579989,23.620866501141606,Utilities
CIM,0.0,91.50495239318745,0.03046547118226037,90.78559039876566,,,27.419354838709676,2.4036504323439103,0.044193035177656,0.07615230460921844,-32.74771413370308,22.90515458087908,Real Estate
CINF,53.124999999999986,57.376455107771996,0.2594186325829416,-3.528153505168551,,,70.96774193548387,38.02816438943511,0.9307053208414353,0.08267685930704277,57.072026279461184,48.4270554309382,Financial Services
CISO,0.0,,0.0008518286986485264,93.53968311741293,15.932727855596236,13.881356838304914,3.225806451612903,0.03866081615088376,-0.0016199167172228912,-0.0019589559548343115,-47.293940615657796,9.016007962291987,Technology
CISS,0.0,,0.002232162589978461,,45.181536749639996,,1.6129032258064515,0.008054223689913384,0.11225030935124623,0.000804759124548309,,9.438345725207734,Industrials
CIVI,0.0,87.51813564178477,0.21283618283781283,96.88736010771888,46.572622851766084,98.17284218925235,20.96774193548387,14.206049654944215,0.7937069117907019,0.05628869525928676,91.97172943497584,66.7514316604116,Energy
CKPT,0.0,,0.004978515038277819,-35.367618946750966,,,12.903225806451612,0.08480695131906366,-0.01391222592438483,-0.0038320398678128725,-34.97392942057467,-12.770052351790524,Healthcare
CL,53.124999999999986,52.98069642846524,1.4084586884601866,8.721708916992679,51.25204864730303,2.157456825502851,82.25806451612902,100.0,0.16881739437864593,0.3231594078208773,49.14293530753898,58.26133794912415,Consumer Defensive
CLB,0.0,6.124356434386583,0.03269354006542052,0.5871207136619347,14.475252307483895,-10.94178154999213,46.7741935483871,1.6280970885669575,0.045076895881209125,0.24574034947723503,-38.73991385561027,-1.2208002057080813,Energy
CLBT,53.124999999999986,,0.02587211609219376,40.1722072812237,64.05546710568908,41.692713884182965,6.451612903225806,3.7098379485616637,-0.0010164183323751472,-0.2734947382443053,64.37351878745618,45.80050915139699,Technology
CLDX,0.0,,0.09165176653292821,-33.31094163303149,,,61.29032258064516,4.404069891166552,-0.00841721431498169,-0.141490583631378,98.41414990138433,27.55633734597695,Healthcare
CLF,0.0,,0.5323655952627048,93.01638273731527,10.043291577466263,98.84534825148499,82.25806451612902,19.791760527284563,0.05921866713805904,0.21017925633126178,88.34720459269536,63.284001655675816,Basic Materials
CLM,0.0,94.33260927929943,0.0408645087271564,-37.495275415731534,,,35.483870967741936,3.4315388479766153,0.11225030935124623,0.04321180216277497,-20.402950558473474,6.825599700515082,Financial Services
CLNE,0.0,,0.01727203702521503,54.872517545589304,8.326373213823253,-48.598546545884524,27.419354838709676,1.488278209376753,-0.0013022859883556573,-0.07578292780396834,92.94986489926362,20.524962411855125,Energy
CLNN,21.249999999999996,,0.0019756678255762813,90.2651470239978,60.53802085879788,89.98927059244497,9.67741935483871,0.14052817007172227,-0.0013022859883556573,-0.012427425459814742,-43.63364622589951,34.665309411046145,Healthcare
CLOV,53.124999999999986,,0.025675739821809443,91.85103502718688,1.858795182290731,-44.53402813387445,6.451612903225806,1.014959477923566,-0.0014928644256759977,-0.020619053422479446,-44.88619308825829,6.23772821064312,Healthcare
CLRB,53.124999999999986,,0.053057218121485325,,,,30.64516129032258,0.08859417324611493,-0.010354761761071814,-0.010297137804306985,-28.22799423451256,10.697195384368834,Healthcare
CLS,79.68749999999999,,0.18831372232227997,29.28843295438415,6.435599645570862,46.03595128714896,41.93548387096774,7.87488106977525,0.14848859819692414,0.14066594727917373,92.22628369397206,52.25580611055987,Technology
CLSK,0.0,,0.6058573868769033,94.57542401286733,36.65014833819233,98.08212313469859,12.903225806451612,2.7709947204205,-0.004097436402387313,-0.05413552002627007,98.07220368233573,57.89111229312704,Financial Services
CLVT,0.0,,0.12113507350494696,74.70415808020869,55.32336445780663,74.21869566952903,9.67741935483871,12.650415041166607,0.02121265688527488,0.2851857561276399,78.87554851609445,50.9703412722028,Technology
CLX,53.124999999999986,64.51937629814293,0.5831330799333198,6.398119614309168,36.62360659609602,-1.02592340896037,82.25806451612902,37.19563679212362,0.06010252784161216,1.583823756109504,-0.5276845530770979,36.47841580820512,Consumer Defensive
CM,0.0,79.72452028638398,0.24670901752063987,15.855262958133382,,,43.548387096774185,91.27041576830739,0.3394025101643981,0.09122812933559428,55.96561948995505,51.21230075097641,Financial Services
CMA,0.0,76.39839411810206,0.40898506689764974,22.5034773702051,,,70.96774193548387,15.574417194054991,0.5692062930882094,0.06586273358949145,-1.9307939514426342,25.61629685152184,Financial Services
CMAX,0.0,,0.000671231692870671,93.14308827726924,11.461408269723453,90.0819911027887,6.451612903225806,0.10854612063031768,-0.005780879265383651,-0.002471868746678924,-45.90643380439242,23.68906482836164,Healthcare
CMC,79.68749999999999,23.05602774039559,0.23238107551340317,39.94505080545632,15.569836020457059,57.16689743525743,70.96774193548387,12.936358278756266,0.5780449001237405,0.06104893862059568,89.40665388226304,59.3517491637572,Basic Materials
CMCSA,53.124999999999986,57.24220349849196,2.5568106351487567,17.44720204311768,56.90007275773179,18.262217104988828,70.96774193548387,100.0,0.31730599257557013,0.0940385162869128,56.35540365539183,63.70775909053056,Communication Services
CME,0.0,74.18366163080586,1.5276775774952585,2.8301156448512947,64.81280650584097,6.128022936939552,35.483870967741936,100.0,0.7406752695775146,0.18788264982323744,32.729032605918555,45.41264604655456,Financial Services
CMI,0.0,59.3322773282206,0.692002602076693,42.164679552945735,20.579991878959365,38.100595371887096,82.25806451612902,71.71757462172711,1.7341347003712215,0.09263410377565291,74.72633171165035,56.42593804629927,Industrials
CMND,0.0,,0.013371512980613712,,,,3.225806451612903,0.007954157800938357,-0.29171206139166733,-0.00012511188744163948,-47.32305585794194,-12.374703177551948,Healthcare
CMP,0.0,58.74661722986892,0.05259437400577905,20.363678996393354,16.154222089419218,7.485539537849831,33.87096774193549,1.9091028925933835,0.032702846031465435,0.44975606097850584,-22.282142695688663,12.022432677609334,Basic Materials
CMPS,53.124999999999986,,0.017476839003942188,,,,6.451612903225806,1.2564097156077187,-0.008067820513227733,-0.037209365746825276,-43.04720106298144,3.246018638165575,Healthcare
CMPX,0.0,,0.004723356032720136,,,,4.838709677419355,0.37886662575152363,-0.0010481814052618707,-0.04193056177870352,-21.283600083472688,-4.913513353866848,Healthcare
CMRE,53.124999999999986,70.6163198706622,0.019991679920871214,79.97216121961478,45.81105822646674,84.84471268346657,22.58064516129032,2.8018709146545193,0.32260915679688873,0.023418808111481126,89.21124748090598,66.85315925114047,Industrials
CMS,0.0,65.2300848309923,0.44754611597582433,34.87243458427072,32.32048354030533,4.706021168084756,82.25806451612902,34.81438154989741,0.22450061870249247,0.16875058414830868,28.869728912642167,36.33983604266759,Utilities
CNC,21.249999999999996,,0.8066561187947993,30.966169964487207,9.653698951189115,10.56855710221086,37.096774193548384,86.51883426846574,0.39862117730245705,0.12899754822624954,47.423980550100275,41.60211902407111,Healthcare
CNDT,21.249999999999996,,0.012110809078792263,-6.073488419702124,19.48768340371255,-8.797596422424856,12.903225806451612,1.7204188840803794,-0.009465395720243559,-0.0123710040651097,-36.93390959803699,-1.3602896708690335,Technology
CNHI,0.0,63.56196284739082,0.5888787918103159,55.43976393218448,23.28862831859467,68.16644198400427,17.741935483870968,32.700084444430644,0.15290790171468974,0.052706569207779726,62.31839649818246,48.10102367168274,Industrials
CNI,53.124999999999986,44.4788208248277,0.44647687247528833,24.804401429873824,37.72812270001352,29.68663523163078,45.16129032258064,100.0,0.5603676860526781,0.14954684909736968,70.34929165367687,62.635563382035755,Industrials
CNK,53.124999999999986,,0.1458702325913466,88.2763171746803,55.399888608659374,88.07584188773096,27.419354838709676,3.6350065932870876,0.053031642213187194,0.17894763886747855,-28.91620718735122,44.63057525235977,Communication Services
CNM,53.124999999999986,,0.5912338085321585,54.76567585173042,21.41282009202326,63.545057470371226,4.838709677419355,18.830146109328968,0.1864946084497083,0.14754262443954627,91.81866755547259,54.373368250374696,Industrials
CNMD,0.0,15.202567265237501,0.16118707321692693,22.061712411596808,48.04292764031133,26.050222525234673,59.67741935483871,6.009983546932225,0.16793353367509276,0.36948390708542594,81.2089245551863,37.29361426736158,Healthcare
CNNE,21.249999999999996,,0.041950469466042174,16.537368413025035,1.2250593196354282,-43.39779264589017,11.29032258064516,3.113469196562358,-0.00984655259488424,-0.06613182535010334,75.57475442112475,14.322162029891238,Consumer Cyclical
CNO,0.0,48.03563619718929,0.06284822483071956,-4.51495739361696,,,33.87096774193549,6.61410986754662,0.03800601025278416,0.4925772833681674,75.86842906986503,28.20804494782333,Financial Services
CNP,0.0,59.883931858412694,0.4279690563458238,26.31382704513377,33.899136376941144,15.947515135198481,100.0,36.75931454945664,0.11136644864769311,0.16602190950888346,10.35108573722291,35.74009186992119,Utilities
CNQ,0.0,74.34770127738427,0.6656975037939059,84.08879315944142,18.39433242808018,99.89063082322386,38.70967741935484,100.0,0.42513699840905067,0.1010817412852252,88.67569527323778,77.16504566171665,Energy
CNSL,53.124999999999986,,0.018455721244922674,-7.1150824028600415,48.66367375376949,-10.498682526590763,30.64516129032258,1.0920044661825807,-0.008067820513227733,-0.0172280150075153,-12.47572686278876,14.505128841233125,Communication Services
CNX,0.0,,0.1918375221071586,88.40827796162792,41.59867236527086,98.12736515514212,40.32258064516129,6.844365600016033,1.0862648046667842,0.012593253101935233,75.2492017228296,57.32034478723701,Energy
CNXA,0.0,,0.000835127300602665,98.0348555989427,-2.8864171042288005,-45.16716240142383,4.838709677419355,0.0012534253038439496,0.03888987095633728,0.0029779839399077883,-47.17908584018239,-4.139674927602429,Consumer Cyclical
COCO,0.0,,0.06512977703760862,38.69544510438975,25.48881129907156,-0.6606306657591516,4.838709677419355,2.5449208516343367,0.05568322432384656,0.2554559668788125,94.77848641463143,28.036831630749198,Consumer Defensive
COF,0.0,38.79771291926474,1.2571967482130084,20.413533262856536,,,48.38709677419355,100.0,1.1790701785398623,0.07574253569993174,80.47749911932583,55.06527921909436,Financial Services
COGT,0.0,,0.027308955953186623,-41.53289675727481,,,9.67741935483871,0.8186588663501422,-0.007432559055493265,-0.018913970892124616,91.05744303836428,16.357422694127283,Healthcare
COHR,53.124999999999986,,0.3207511691088396,61.787715638925654,31.142974000491623,57.96181294860503,59.67741935483871,15.594547047796794,-0.009592448011790454,-0.15879219130577465,82.92408472695864,59.19151320939465,Technology
COIN,0.0,,7.30728951839111,95.59309902702095,65.37596278488789,95.1521656998586,4.838709677419355,62.290633269842054,-0.010164183323751476,-0.37883392167310515,98.362154460458,72.7449507062445,Financial Services
COLB,0.0,78.38174807916309,0.11791793965300801,-1.6980715889736115,,,51.61290322580645,11.452667320610146,0.08131518472688704,0.21439199469172457,-22.34264270680774,13.955132874360151,Financial Services
COLD,0.0,60.48281653184715,0.1598360665460619,47.945264993358045,21.3660508675039,26.924185372859956,9.67741935483871,17.36388571710914,-0.001175233696808764,-0.7684719487037324,37.57207811111616,30.84847120195772,Real Estate
COLL,70.83333333333334,,0.061803238706666964,58.48825037059386,46.3337497845556,24.699482878295857,14.516129032258066,2.318939266192293,0.02121265688527488,1.0643081033862598,74.93603582093893,48.71643452916412,Healthcare
COMM,0.0,,0.020794899803919322,9.099617119734413,27.562973964101705,1.9717589992264484,17.741935483870968,1.0965938459724909,-0.031890125178270244,-0.0023981601235924825,-40.77302936310122,-0.2705459393315252,Technology
COMP,0.0,,0.05577820319338804,64.34125773312563,14.58691856590397,63.44596436020842,4.838709677419355,3.3192525397129384,-0.002795150414031655,-0.038259745449701496,-24.44754701594079,19.581202271098704,Real Estate
COOP,0.0,,0.10083411016458656,1.3091042099477344,46.50176065273388,35.24653784442481,19.35483870967742,9.11925659786522,0.5930705320841435,0.0741250930153325,94.18676998343234,35.52842775706117,Financial Services
COP,0.0,45.77735927704345,2.031335174619582,90.20896813625384,21.40343906497041,98.9157685355806,69.35483870967742,100.0,0.8113841258617641,0.09208126324712437,85.30714326232925,77.98653177228566,Energy
COR,88.54166666666666,16.380319562484708,1.0000454305334117,24.54743370935211,2.3812364649320217,44.91349995262108,46.7741935483871,93.68588396175484,0.7530493194272583,0.19665549951473912,86.1345586176949,65.9122141790205,Healthcare
CORT,0.0,,0.22434264383646985,13.450798834921068,70.64078273286293,13.740187210832083,32.25806451612903,5.058466464879099,0.0707088562842496,0.2203445352242947,89.43367888166559,36.02408734309914,Healthcare
COST,53.124999999999986,10.293000518293278,5.192549181566713,29.321397038247127,10.027883550987555,23.408874698685306,61.29032258064516,100.0,1.2983913735195334,0.3602061954982909,89.68905814122601,60.80976566064786,Consumer Defensive
COTY,0.0,,0.16785299896460246,11.650281148469297,52.703786138310896,20.15114706870773,17.741935483870968,22.921101909729945,0.037122149549231036,0.21985362666725397,85.60085455274157,35.648680811115746,Consumer Defensive
COUR,0.0,,0.08788360728348439,65.05377406808847,50.933913960264775,75.53711405007914,4.838709677419355,6.026072708535057,-0.0031763072886723358,-0.18392833355534835,45.4837751226662,40.96481540144155,Consumer Defensive
CP,0.0,12.670314048763478,0.6963004108044335,14.259895811397314,47.984507439395955,4.935692646402782,66.12903225806451,100.0,0.2934417535796358,0.1809457654883446,82.56616914720016,50.15116559180978,Industrials
CPB,21.249999999999996,63.56196284739082,0.4189549727549925,4.933219050056509,28.495497594754088,-1.0461262049258988,82.25806451612902,28.220945348656162,0.23333922573802365,0.12881240336150157,60.871971081641384,38.95794442130761,Consumer Defensive
CPE,0.0,,0.33050022369448945,86.04267119821044,36.82052665978042,96.8169841605036,54.83870967741935,4.598585053486141,0.9094926639561604,0.02414936773449718,87.69571296363728,59.63306244000209,Energy
CPG,0.0,73.7358563556705,0.09973627484734704,83.09716322083344,55.35507700626571,89.9283539289661,33.87096774193549,8.801016936361647,0.03447056743857168,0.12865968623637805,90.49794094383337,63.140168807857464,Energy
CPHI,0.0,,0.0002981434844432557,-17.9300029638396,3.884885826030373,-44.52140098987402,35.483870967741936,0.010851481020999124,-0.0012069967696954876,-0.00250555621770558,-36.12358495256642,-13.570897558033538,Healthcare
CPNG,0.0,,0.43632740928470426,63.971333251153176,15.320027114918968,79.0289670780273,4.838709677419355,56.198948202248886,0.02121265688527488,0.4704922665844509,-38.3021140903665,30.30781785995082,Consumer Cyclical
